"group","county_fips","State","County_Name","RUCC_2013","lat_rounded","lng_rounded","oc_formatted","lat_rounded_fc","lng_rounded_fc"
"control",41005,"OR","Clackamas County",1,45.195,-122.215,NA,NA,NA
"control",41009,"OR","Columbia County",1,45.945,-123.085,NA,NA,NA
"control",41067,"OR","Washington County",1,45.565,-123.095,NA,NA,NA
"control",41071,"OR","Yamhill County",1,45.235,-123.305,NA,NA,NA
"control",42005,"PA","Armstrong County",1,40.815,-79.465,NA,NA,NA
"control",42007,"PA","Beaver County",1,40.685,-80.345,NA,NA,NA
"control",42017,"PA","Bucks County",1,40.335,-75.105,NA,NA,NA
"control",42019,"PA","Butler County",1,40.905,-79.915,NA,NA,NA
"control",42029,"PA","Chester County",1,39.975,-75.745,NA,NA,NA
"control",42045,"PA","Delaware County",1,39.915,-75.405,NA,NA,NA
"control",42051,"PA","Fayette County",1,39.925,-79.645,NA,NA,NA
"control",42101,"PA","Philadelphia County",1,40.015,-75.135,NA,NA,NA
"control",42103,"PA","Pike County",1,41.335,-75.035,NA,NA,NA
"control",42125,"PA","Washington County",1,40.195,-80.245,NA,NA,NA
"control",42129,"PA","Westmoreland County",1,40.315,-79.465,NA,NA,NA
"control",44001,"RI","Bristol County",1,41.715,-71.285,NA,NA,NA
"control",44003,"RI","Kent County",1,41.675,-71.595,NA,NA,NA
"control",44005,"RI","Newport County",1,41.555,-71.235,NA,NA,NA
"control",44007,"RI","Providence County",1,41.875,-71.575,NA,NA,NA
"control",44009,"RI","Washington County",1,41.475,-71.625,NA,NA,NA
"control",45023,"SC","Chester County",1,34.695,-81.155,NA,NA,NA
"control",45057,"SC","Lancaster County",1,34.685,-80.705,NA,NA,NA
"control",47015,"TN","Cannon County",1,35.815,-86.055,NA,NA,NA
"control",47021,"TN","Cheatham County",1,36.265,-87.085,NA,NA,NA
"control",47043,"TN","Dickson County",1,36.155,-87.355,NA,NA,NA
"control",47047,"TN","Fayette County",1,35.195,-89.415,NA,NA,NA
"control",47081,"TN","Hickman County",1,35.805,-87.475,NA,NA,NA
"control",47111,"TN","Macon County",1,36.535,-86.005,NA,NA,NA
"control",47119,"TN","Maury County",1,35.615,-87.075,NA,NA,NA
"control",47147,"TN","Robertson County",1,36.525,-86.865,NA,NA,NA
"control",47159,"TN","Smith County",1,36.255,-85.955,NA,NA,NA
"control",47165,"TN","Sumner County",1,36.475,-86.455,NA,NA,NA
"control",47167,"TN","Tipton County",1,35.495,-89.755,NA,NA,NA
"control",47169,"TN","Trousdale County",1,36.395,-86.155,NA,NA,NA
"control",47187,"TN","Williamson County",1,35.895,-86.895,NA,NA,NA
"control",48013,"TX","Atascosa County",1,28.895,-98.525,NA,NA,NA
"control",48015,"TX","Austin County",1,29.885,-96.275,NA,NA,NA
"control",48019,"TX","Bandera County",1,29.745,-99.245,NA,NA,NA
"control",48021,"TX","Bastrop County",1,30.105,-97.305,NA,NA,NA
"control",48039,"TX","Brazoria County",1,29.195,-95.445,NA,NA,NA
"control",48055,"TX","Caldwell County",1,29.835,-97.615,NA,NA,NA
"control",48071,"TX","Chambers County",1,29.745,-94.605,NA,NA,NA
"control",48085,"TX","Collin County",1,33.195,-96.575,NA,NA,NA
"control",48091,"TX","Comal County",1,29.815,-98.275,NA,NA,NA
"control",48139,"TX","Ellis County",1,32.355,-96.795,NA,NA,NA
"control",48167,"TX","Galveston County",1,29.395,-94.955,NA,NA,NA
"control",48187,"TX","Guadalupe County",1,29.585,-97.945,NA,NA,NA
"control",48221,"TX","Hood County",1,32.435,-97.825,NA,NA,NA
"control",48231,"TX","Hunt County",1,33.125,-96.085,NA,NA,NA
"control",48251,"TX","Johnson County",1,32.385,-97.365,NA,NA,NA
"control",48259,"TX","Kendall County",1,29.945,-98.705,NA,NA,NA
"control",48291,"TX","Liberty County",1,30.155,-94.805,NA,NA,NA
"control",48325,"TX","Medina County",1,29.355,-99.105,NA,NA,NA
"control",48339,"TX","Montgomery County",1,30.305,-95.505,NA,NA,NA
"control",48367,"TX","Parker County",1,32.785,-97.805,NA,NA,NA
"control",48397,"TX","Rockwall County",1,32.905,-96.405,NA,NA,NA
"control",48425,"TX","Somervell County",1,32.225,-97.775,NA,NA,NA
"control",48491,"TX","Williamson County",1,30.655,-97.595,NA,NA,NA
"control",48493,"TX","Wilson County",1,29.175,-98.085,NA,NA,NA
"control",48497,"TX","Wise County",1,33.215,-97.655,NA,NA,NA
"control",49045,"UT","Tooele County",1,40.455,-113.125,NA,NA,NA
"control",51007,"VA","Amelia County",1,37.335,-77.975,NA,NA,NA
"control",51013,"VA","Arlington County",1,38.885,-77.095,NA,NA,NA
"control",51033,"VA","Caroline County",1,38.025,-77.345,NA,NA,NA
"control",51036,"VA","Charles City County",1,37.355,-77.055,NA,NA,NA
"control",51043,"VA","Clarke County",1,39.115,-77.995,NA,NA,NA
"control",51047,"VA","Culpeper County",1,38.485,-77.955,NA,NA,NA
"control",51061,"VA","Fauquier County",1,38.745,-77.805,NA,NA,NA
"control",51073,"VA","Gloucester County",1,37.415,-76.545,NA,NA,NA
"control",51075,"VA","Goochland County",1,37.725,-77.915,NA,NA,NA
"control",51085,"VA","Hanover County",1,37.765,-77.485,NA,NA,NA
"control",51093,"VA","Isle of Wight County",1,36.895,-76.725,NA,NA,NA
"control",51095,"VA","James City County",1,37.335,-76.775,NA,NA,NA
"control",51101,"VA","King William County",1,37.705,-77.085,NA,NA,NA
"control",51115,"VA","Mathews County",1,37.435,-76.335,NA,NA,NA
"control",51127,"VA","New Kent County",1,37.505,-76.995,NA,NA,NA
"control",51145,"VA","Powhatan County",1,37.545,-77.915,NA,NA,NA
"control",51153,"VA","Prince William County",1,38.705,-77.475,NA,NA,NA
"control",51157,"VA","Rappahannock County",1,38.685,-78.155,NA,NA,NA
"control",51177,"VA","Spotsylvania County",1,38.185,-77.655,NA,NA,NA
"control",51179,"VA","Stafford County",1,38.425,-77.455,NA,NA,NA
"control",51183,"VA","Sussex County",1,36.925,-77.265,NA,NA,NA
"control",51187,"VA","Warren County",1,38.905,-78.205,NA,NA,NA
"control",51199,"VA","York County",1,37.245,-76.555,NA,NA,NA
"control",51510,"VA","Alexandria city",1,38.815,-77.085,NA,NA,NA
"control",51550,"VA","Chesapeake city",1,36.685,-76.295,NA,NA,NA
"control",51570,"VA","Colonial Heights city",1,37.265,-77.395,NA,NA,NA
"control",51600,"VA","Fairfax city",1,38.855,-77.295,NA,NA,NA
"control",51610,"VA","Falls Church city",1,38.885,-77.175,NA,NA,NA
"control",51630,"VA","Fredericksburg city",1,38.295,-77.485,NA,NA,NA
"control",51650,"VA","Hampton city",1,37.055,-76.365,NA,NA,NA
"control",51670,"VA","Hopewell city",1,37.295,-77.295,NA,NA,NA
"control",51683,"VA","Manassas city",1,38.755,-77.485,NA,NA,NA
"control",51685,"VA","Manassas Park city",1,38.775,-77.445,NA,NA,NA
"control",51700,"VA","Newport News city",1,37.105,-76.515,NA,NA,NA
"control",51710,"VA","Norfolk city",1,36.895,-76.265,NA,NA,NA
"control",51730,"VA","Petersburg city",1,37.205,-77.395,NA,NA,NA
"control",51735,"VA","Poquoson city",1,37.135,-76.355,NA,NA,NA
"control",51740,"VA","Portsmouth city",1,36.845,-76.355,NA,NA,NA
"control",51760,"VA","Richmond city",1,37.535,-77.475,NA,NA,NA
"control",51810,"VA","Virginia Beach city",1,36.735,-76.045,NA,NA,NA
"control",51830,"VA","Williamsburg city",1,37.275,-76.705,NA,NA,NA
"control",53011,"WA","Clark County",1,45.785,-122.475,NA,NA,NA
"control",53059,"WA","Skamania County",1,46.025,-121.915,NA,NA,NA
"control",54037,"WV","Jefferson County",1,39.315,-77.855,NA,NA,NA
"control",55089,"WI","Ozaukee County",1,43.385,-87.945,NA,NA,NA
"control",55093,"WI","Pierce County",1,44.725,-92.415,NA,NA,NA
"control",55109,"WI","St. Croix County",1,45.035,-92.455,NA,NA,NA
"control",55131,"WI","Washington County",1,43.375,-88.225,NA,NA,NA
"control",72007,"PR","Aguas Buenas Municipio",1,18.255,-66.125,NA,NA,NA
"control",72009,"PR","Aibonito Municipio",1,18.135,-66.265,NA,NA,NA
"control",72017,"PR","Barceloneta Municipio",1,18.445,-66.555,NA,NA,NA
"control",72019,"PR","Barranquitas Municipio",1,18.205,-66.305,NA,NA,NA
"control",72021,"PR","Bayamon Municipio",1,18.355,-66.165,NA,NA,NA
"control",72025,"PR","Caguas Municipio",1,18.215,-66.045,NA,NA,NA
"control",72029,"PR","Canovanas Municipio",1,18.325,-65.885,NA,NA,NA
"control",72031,"PR","Carolina Municipio",1,18.375,-65.955,NA,NA,NA
"control",72033,"PR","Catano Municipio",1,18.445,-66.135,NA,NA,NA
"control",72035,"PR","Cayey Municipio",1,18.105,-66.155,NA,NA,NA
"control",72037,"PR","Ceiba Municipio",1,18.255,-65.655,NA,NA,NA
"control",72039,"PR","Ciales Municipio",1,18.295,-66.515,NA,NA,NA
"control",72041,"PR","Cidra Municipio",1,18.175,-66.155,NA,NA,NA
"control",72045,"PR","Comerio Municipio",1,18.225,-66.215,NA,NA,NA
"control",72047,"PR","Corozal Municipio",1,18.305,-66.325,NA,NA,NA
"control",72051,"PR","Dorado Municipio",1,18.435,-66.275,NA,NA,NA
"control",72053,"PR","Fajardo Municipio",1,18.325,-65.655,NA,NA,NA
"control",72054,"PR","Florida Municipio",1,18.375,-66.555,NA,NA,NA
"control",72061,"PR","Guaynabo Municipio",1,18.345,-66.115,NA,NA,NA
"control",72063,"PR","Gurabo Municipio",1,18.265,-65.975,NA,NA,NA
"control",72069,"PR","Humacao Municipio",1,18.145,-65.805,NA,NA,NA
"control",72077,"PR","Juncos Municipio",1,18.225,-65.905,NA,NA,NA
"control",72085,"PR","Las Piedras Municipio",1,18.195,-65.865,NA,NA,NA
"control",72087,"PR","Loiza Municipio",1,18.425,-65.905,NA,NA,NA
"control",72089,"PR","Luquillo Municipio",1,18.345,-65.725,NA,NA,NA
"control",72091,"PR","Manati Municipio",1,18.425,-66.485,NA,NA,NA
"control",72095,"PR","Maunabo Municipio",1,18.025,-65.925,NA,NA,NA
"control",72101,"PR","Morovis Municipio",1,18.315,-66.415,NA,NA,NA
"control",72103,"PR","Naguabo Municipio",1,18.235,-65.755,NA,NA,NA
"control",72105,"PR","Naranjito Municipio",1,18.285,-66.255,NA,NA,NA
"control",72107,"PR","Orocovis Municipio",1,18.215,-66.435,NA,NA,NA
"control",72119,"PR","Rio Grande Municipio",1,18.355,-65.815,NA,NA,NA
"control",72127,"PR","San Juan Municipio",1,18.395,-66.055,NA,NA,NA
"control",72129,"PR","San Lorenzo Municipio",1,18.145,-65.975,NA,NA,NA
"control",72135,"PR","Toa Alta Municipio",1,18.365,-66.245,NA,NA,NA
"control",72137,"PR","Toa Baja Municipio",1,18.435,-66.215,NA,NA,NA
"control",72139,"PR","Trujillo Alto Municipio",1,18.335,-65.995,NA,NA,NA
"control",72143,"PR","Vega Alta Municipio",1,18.415,-66.335,NA,NA,NA
"control",72145,"PR","Vega Baja Municipio",1,18.435,-66.395,NA,NA,NA
"control",72151,"PR","Yabucoa Municipio",1,18.075,-65.895,NA,NA,NA
"treatment",6077,"CA","San Joaquin County",2,37.935,-121.265,"OAK4 Amazon Fulfillment Center, 1555 North Chrisman Road, Tracy, CA 95304, United States of America",37.745,-121.405
"treatment",6077,"CA","San Joaquin County",2,37.935,-121.265,"Amazon PCA1, 1565 North MacArthur Drive, Tracy, CA 95376, United States of America",37.745,-121.405
"treatment",6077,"CA","San Joaquin County",2,37.935,-121.265,"Mountain House Pkwy, Tracy, CA, United States of America",37.785,-121.525
"treatment",6099,"CA","Stanislaus County",2,37.565,-120.995,"Amazon OAK3, 255 Park Center Drive, Patterson, CA 95363, United States of America",37.475,-121.165
"treatment",12105,"FL","Polk County",2,27.955,-81.695,"TPA2 Amazon Fulfillment Center, 1760 County Line Road, Lakeland, FL 33811, United States of America",28.025,-82.055
"treatment",21067,"KY","Fayette County",2,38.045,-84.455,"Amazon Fullfillment Center Warehouse LEX2, 172 Trade Street, Viley, Lexington, KY 40511, United States of America",38.075,-84.545
"treatment",32031,"NV","Washoe County",2,40.665,-119.665,"Amazon RNO4, 8000 North Virginia Street, Reno, NV 89506, United States of America",39.605,-119.845
"treatment",34021,"NJ","Mercer County",2,40.285,-74.695,"Amazon Fulfillment Center EWR4, 50 New Canton Way, Robbinsville Township, NJ 08691, United States of America",40.195,-74.565
"treatment",42011,"PA","Berks County",2,40.415,-75.925,"Halls Rd, Kutztown, PA, United States of America",40.495,-75.795
"treatment",42041,"PA","Cumberland County",2,40.165,-77.265,"40 Logistics Drive, Carlisle, PA 17013, United States of America",40.195,-77.225
"treatment",42041,"PA","Cumberland County",2,40.165,-77.265,"21 Roadway Drive, Carlisle, PA 17015, United States of America",40.225,-77.115
"treatment",42041,"PA","Cumberland County",2,40.165,-77.265,"Carlisle Pike, Mechanicsburg, PA, United States of America",40.225,-77.095
"treatment",42041,"PA","Cumberland County",2,40.165,-77.265,"Allen Road, Carlisle, PA 17013, United States of America",40.195,-77.235
"treatment",42069,"PA","Lackawanna County",2,41.435,-75.605,"Covington Lake Dr, Gouldsboro, PA, United States of America",41.275,-75.505
"treatment",42077,"PA","Lehigh County",2,40.615,-75.585,"Boulder Dr, Breinigsville, PA, United States of America",40.565,-75.615
"treatment",42077,"PA","Lehigh County",2,40.615,-75.585,"Boulder Dr, Breinigsville, PA, United States of America",40.575,-75.625
"treatment",42079,"PA","Luzerne County",2,41.175,-75.985,"Pittston Ave, Pittston, PA, United States of America",41.305,-75.785
"treatment",42079,"PA","Luzerne County",2,41.175,-75.985,"Oak Ln, Mountain Top, PA, United States of America",41.145,-75.855
"treatment",42095,"PA","Northampton County",2,40.755,-75.305,"Van Buren Rd, Easton, PA, United States of America",40.745,-75.275
"treatment",42133,"PA","York County",2,39.925,-76.725,"Lewisberry, Pennsylvania, United States of America",40.135,-76.855
"treatment",45063,"SC","Lexington County",2,33.905,-81.265,"222 Old Wire Rd, West Columbia, SC, United States of America",33.895,-81.045
"treatment",45063,"SC","Lexington County",2,33.905,-81.265,"12th St, West Columbia, SC, United States of America",33.975,-81.065
"treatment",45083,"SC","Spartanburg County",2,34.935,-81.985,"Amazon Fulfillment Center, 402 John Dodd Road, Wellford, Spartanburg County, SC 29303, United States of America",35.015,-82.035
"treatment",47065,"TN","Hamilton County",2,35.185,-85.165,"Discovery Drive, Chattanooga, TN 37416, United States of America",35.075,-85.145
"treatment",55025,"WI","Dane County",2,43.065,-89.415,"1245 East Washington Avenue, Madison, WI 53704, United States of America",43.085,-89.365
"treatment",55025,"WI","Dane County",2,43.065,-89.415,"4718 Helgesen Drive, Madison, WI 53718, United States of America",43.065,-89.305
"control",1001,"AL","Autauga County",2,32.535,-86.645,NA,NA,NA
"control",1051,"AL","Elmore County",2,32.595,-86.145,NA,NA,NA
"control",1085,"AL","Lowndes County",2,32.155,-86.645,NA,NA,NA
"control",1089,"AL","Madison County",2,34.765,-86.545,NA,NA,NA
"control",1097,"AL","Mobile County",2,30.785,-88.205,NA,NA,NA
"control",1101,"AL","Montgomery County",2,32.225,-86.205,NA,NA,NA
"control",1113,"AL","Russell County",2,32.295,-85.185,NA,NA,NA
"control",2020,"AK","Anchorage Municipality",2,61.155,-149.115,NA,NA,NA
"control",2170,"AK","Matanuska-Susitna Borough",2,62.315,-149.565,NA,NA,NA
"control",5007,"AR","Benton County",2,36.345,-94.255,NA,NA,NA
"control",5033,"AR","Crawford County",2,35.595,-94.245,NA,NA,NA
"control",5045,"AR","Faulkner County",2,35.145,-92.325,NA,NA,NA
"control",5053,"AR","Grant County",2,34.295,-92.425,NA,NA,NA
"control",5085,"AR","Lonoke County",2,34.755,-91.885,NA,NA,NA
"control",5087,"AR","Madison County",2,36.015,-93.725,NA,NA,NA
"control",5105,"AR","Perry County",2,34.945,-92.925,NA,NA,NA
"control",5125,"AR","Saline County",2,34.645,-92.675,NA,NA,NA
"control",5131,"AR","Sebastian County",2,35.205,-94.275,NA,NA,NA
"control",5143,"AR","Washington County",2,35.975,-94.215,NA,NA,NA
"control",6047,"CA","Merced County",2,37.195,-120.715,NA,NA,NA
"control",6053,"CA","Monterey County",2,36.215,-121.235,NA,NA,NA
"control",6079,"CA","San Luis Obispo County",2,35.385,-120.405,NA,NA,NA
"control",6083,"CA","Santa Barbara County",2,34.675,-120.015,NA,NA,NA
"control",6087,"CA","Santa Cruz County",2,37.055,-121.995,NA,NA,NA
"control",6095,"CA","Solano County",2,38.275,-121.935,NA,NA,NA
"control",6097,"CA","Sonoma County",2,38.535,-122.885,NA,NA,NA
"control",8013,"CO","Boulder County",2,40.095,-105.355,NA,NA,NA
"control",8119,"CO","Teller County",2,38.885,-105.155,NA,NA,NA
"control",8123,"CO","Weld County",2,40.555,-104.395,NA,NA,NA
"control",9001,"CT","Fairfield County",2,41.275,-73.385,NA,NA,NA
"control",9011,"CT","New London County",2,41.485,-72.095,NA,NA,NA
"control",9015,"CT","Windham County",2,41.835,-71.985,NA,NA,NA
"control",10005,"DE","Sussex County",2,38.655,-75.385,NA,NA,NA
"control",12001,"FL","Alachua County",2,29.675,-82.355,NA,NA,NA
"control",12009,"FL","Brevard County",2,28.295,-80.725,NA,NA,NA
"control",12021,"FL","Collier County",2,26.115,-81.345,NA,NA,NA
"control",12033,"FL","Escambia County",2,30.675,-87.365,NA,NA,NA
"control",12035,"FL","Flagler County",2,29.465,-81.315,NA,NA,NA
"control",12039,"FL","Gadsden County",2,30.585,-84.615,NA,NA,NA
"control",12041,"FL","Gilchrist County",2,29.725,-82.795,NA,NA,NA
"control",12065,"FL","Jefferson County",2,30.445,-83.895,NA,NA,NA
"control",12071,"FL","Lee County",2,26.585,-81.835,NA,NA,NA
"control",12083,"FL","Marion County",2,29.215,-82.055,NA,NA,NA
"control",12113,"FL","Santa Rosa County",2,30.705,-87.015,NA,NA,NA
"control",12115,"FL","Sarasota County",2,27.185,-82.325,NA,NA,NA
"control",12129,"FL","Wakulla County",2,30.165,-84.395,NA,NA,NA
"control",13029,"GA","Bryan County",2,32.015,-81.445,NA,NA,NA
"control",13033,"GA","Burke County",2,33.065,-81.995,NA,NA,NA
"control",13047,"GA","Catoosa County",2,34.905,-85.135,NA,NA,NA
"control",13051,"GA","Chatham County",2,32.005,-81.125,NA,NA,NA
"control",13053,"GA","Chattahoochee County",2,32.345,-84.785,NA,NA,NA
"control",13083,"GA","Dade County",2,34.855,-85.505,NA,NA,NA
"control",13103,"GA","Effingham County",2,32.365,-81.335,NA,NA,NA
"control",13145,"GA","Harris County",2,32.735,-84.905,NA,NA,NA
"control",13181,"GA","Lincoln County",2,33.795,-82.445,NA,NA,NA
"control",13189,"GA","McDuffie County",2,33.485,-82.475,NA,NA,NA
"control",13197,"GA","Marion County",2,32.355,-84.525,NA,NA,NA
"control",13215,"GA","Muscogee County",2,32.515,-84.875,NA,NA,NA
"control",13245,"GA","Richmond County",2,33.365,-82.075,NA,NA,NA
"control",13295,"GA","Walker County",2,34.735,-85.295,NA,NA,NA
"control",15003,"HI","Honolulu County",2,21.465,-157.975,NA,NA,NA
"control",16015,"ID","Boise County",2,43.995,-115.725,NA,NA,NA
"control",16045,"ID","Gem County",2,44.065,-116.395,NA,NA,NA
"control",16073,"ID","Owyhee County",2,42.585,-116.165,NA,NA,NA
"control",17007,"IL","Boone County",2,42.325,-88.825,NA,NA,NA
"control",17073,"IL","Henry County",2,41.355,-90.125,NA,NA,NA
"control",17123,"IL","Marshall County",2,41.035,-89.345,NA,NA,NA
"control",17131,"IL","Mercer County",2,41.205,-90.735,NA,NA,NA
"control",17143,"IL","Peoria County",2,40.795,-89.755,NA,NA,NA
"control",17161,"IL","Rock Island County",2,41.475,-90.565,NA,NA,NA
"control",17175,"IL","Stark County",2,41.095,-89.795,NA,NA,NA
"control",17179,"IL","Tazewell County",2,40.515,-89.515,NA,NA,NA
"control",17203,"IL","Woodford County",2,40.795,-89.205,NA,NA,NA
"control",18129,"IN","Posey County",2,38.025,-87.865,NA,NA,NA
"control",18141,"IN","St. Joseph County",2,41.615,-86.285,NA,NA,NA
"control",18163,"IN","Vanderburgh County",2,38.025,-87.585,NA,NA,NA
"control",18173,"IN","Warrick County",2,38.095,-87.265,NA,NA,NA
"control",18179,"IN","Wells County",2,40.725,-85.215,NA,NA,NA
"control",18183,"IN","Whitley County",2,41.145,-85.505,NA,NA,NA
"control",19011,"IA","Benton County",2,42.085,-92.065,NA,NA,NA
"control",19049,"IA","Dallas County",2,41.685,-94.035,NA,NA,NA
"control",19077,"IA","Guthrie County",2,41.685,-94.495,NA,NA,NA
"control",19085,"IA","Harrison County",2,41.685,-95.815,NA,NA,NA
"control",19105,"IA","Jones County",2,42.125,-91.125,NA,NA,NA
"control",19113,"IA","Linn County",2,42.085,-91.595,NA,NA,NA
"control",19121,"IA","Madison County",2,41.335,-94.015,NA,NA,NA
"control",19129,"IA","Mills County",2,41.035,-95.615,NA,NA,NA
"control",19155,"IA","Pottawattamie County",2,41.335,-95.545,NA,NA,NA
"control",19181,"IA","Warren County",2,41.335,-93.555,NA,NA,NA
"control",20015,"KS","Butler County",2,37.785,-96.835,NA,NA,NA
"control",20079,"KS","Harvey County",2,38.045,-97.425,NA,NA,NA
"control",20095,"KS","Kingman County",2,37.565,-98.135,NA,NA,NA
"control",20191,"KS","Sumner County",2,37.235,-97.475,NA,NA,NA
"control",21017,"KY","Bourbon County",2,38.205,-84.215,NA,NA,NA
"control",21019,"KY","Boyd County",2,38.365,-82.685,NA,NA,NA
"control",21047,"KY","Christian County",2,36.895,-87.485,NA,NA,NA
"control",21049,"KY","Clark County",2,37.975,-84.145,NA,NA,NA
"control",21089,"KY","Greenup County",2,38.545,-82.915,NA,NA,NA
"control",21101,"KY","Henderson County",2,37.795,-87.575,NA,NA,NA
"control",21113,"KY","Jessamine County",2,37.865,-84.575,NA,NA,NA
"control",21209,"KY","Scott County",2,38.295,-84.585,NA,NA,NA
"control",21221,"KY","Trigg County",2,36.805,-87.875,NA,NA,NA
"control",21239,"KY","Woodford County",2,38.045,-84.745,NA,NA,NA
"control",22001,"LA","Acadia Parish",2,30.295,-92.405,NA,NA,NA
"control",22005,"LA","Ascension Parish",2,30.205,-90.905,NA,NA,NA
"control",22015,"LA","Bossier Parish",2,32.685,-93.605,NA,NA,NA
"control",22031,"LA","De Soto Parish",2,32.055,-93.735,NA,NA,NA
"control",22037,"LA","East Feliciana Parish",2,30.845,-91.045,NA,NA,NA
"control",22045,"LA","Iberia Parish",2,29.895,-91.725,NA,NA,NA
"control",22047,"LA","Iberville Parish",2,30.265,-91.345,NA,NA,NA
"control",22063,"LA","Livingston Parish",2,30.445,-90.725,NA,NA,NA
"control",22077,"LA","Pointe Coupee Parish",2,30.715,-91.595,NA,NA,NA
"control",22091,"LA","St. Helena Parish",2,30.825,-90.705,NA,NA,NA
"control",22099,"LA","St. Martin Parish",2,30.135,-91.605,NA,NA,NA
"control",22113,"LA","Vermilion Parish",2,29.845,-92.325,NA,NA,NA
"control",22119,"LA","Webster Parish",2,32.715,-93.335,NA,NA,NA
"control",22121,"LA","West Baton Rouge Parish",2,30.465,-91.315,NA,NA,NA
"control",22125,"LA","West Feliciana Parish",2,30.885,-91.415,NA,NA,NA
"control",23005,"ME","Cumberland County",2,43.845,-70.375,NA,NA,NA
"control",23023,"ME","Sagadahoc County",2,43.965,-69.855,NA,NA,NA
"control",23031,"ME","York County",2,43.485,-70.715,NA,NA,NA
"control",24039,"MD","Somerset County",2,38.115,-75.765,NA,NA,NA
"control",24045,"MD","Wicomico County",2,38.375,-75.615,NA,NA,NA
"control",24047,"MD","Worcester County",2,38.215,-75.335,NA,NA,NA
"control",25013,"MA","Hampden County",2,42.135,-72.625,NA,NA,NA
"control",25015,"MA","Hampshire County",2,42.345,-72.665,NA,NA,NA
"control",26015,"MI","Barry County",2,42.595,-85.305,NA,NA,NA
"control",26027,"MI","Cass County",2,41.915,-85.995,NA,NA,NA
"control",26037,"MI","Clinton County",2,42.945,-84.595,NA,NA,NA
"control",26049,"MI","Genesee County",2,43.025,-83.705,NA,NA,NA
"control",26065,"MI","Ingham County",2,42.595,-84.375,NA,NA,NA
"control",26077,"MI","Kalamazoo County",2,42.245,-85.525,NA,NA,NA
"control",26117,"MI","Montcalm County",2,43.315,-85.145,NA,NA,NA
"control",26139,"MI","Ottawa County",2,42.965,-85.995,NA,NA,NA
"control",26159,"MI","Van Buren County",2,42.255,-86.015,NA,NA,NA
"control",26161,"MI","Washtenaw County",2,42.255,-83.835,NA,NA,NA
"control",27017,"MN","Carlton County",2,46.595,-92.675,NA,NA,NA
"control",27137,"MN","St. Louis County",2,47.605,-92.465,NA,NA,NA
"control",28029,"MS","Copiah County",2,31.875,-90.445,NA,NA,NA
"control",28045,"MS","Hancock County",2,30.415,-89.485,NA,NA,NA
"control",28047,"MS","Harrison County",2,30.505,-89.105,NA,NA,NA
"control",28049,"MS","Hinds County",2,32.265,-90.445,NA,NA,NA
"control",28059,"MS","Jackson County",2,30.535,-88.635,NA,NA,NA
"control",28121,"MS","Rankin County",2,32.265,-89.945,NA,NA,NA
"control",28127,"MS","Simpson County",2,31.915,-89.915,NA,NA,NA
"control",28163,"MS","Yazoo County",2,32.785,-90.395,NA,NA,NA
"control",29043,"MO","Christian County",2,36.975,-93.185,NA,NA,NA
"control",29059,"MO","Dallas County",2,37.685,-93.025,NA,NA,NA
"control",29119,"MO","McDonald County",2,36.635,-94.345,NA,NA,NA
"control",29167,"MO","Polk County",2,37.615,-93.395,NA,NA,NA
"control",29225,"MO","Webster County",2,37.285,-92.875,NA,NA,NA
"control",31025,"NE","Cass County",2,40.905,-96.135,NA,NA,NA
"control",31055,"NE","Douglas County",2,41.295,-96.155,NA,NA,NA
"control",31109,"NE","Lancaster County",2,40.785,-96.685,NA,NA,NA
"control",31155,"NE","Saunders County",2,41.225,-96.635,NA,NA,NA
"control",31159,"NE","Seward County",2,40.865,-97.135,NA,NA,NA
"control",31177,"NE","Washington County",2,41.535,-96.215,NA,NA,NA
"control",32029,"NV","Storey County",2,39.445,-119.525,NA,NA,NA
"control",34001,"NJ","Atlantic County",2,39.475,-74.655,NA,NA,NA
"control",34041,"NJ","Warren County",2,40.855,-74.995,NA,NA,NA
"control",35043,"NM","Sandoval County",2,35.695,-106.865,NA,NA,NA
"control",35057,"NM","Torrance County",2,34.645,-105.845,NA,NA,NA
"control",35061,"NM","Valencia County",2,34.715,-106.805,NA,NA,NA
"control",36001,"NY","Albany County",2,42.605,-73.975,NA,NA,NA
"control",36007,"NY","Broome County",2,42.165,-75.815,NA,NA,NA
"control",36043,"NY","Herkimer County",2,43.425,-74.965,NA,NA,NA
"control",36053,"NY","Madison County",2,42.915,-75.665,NA,NA,NA
"control",36065,"NY","Oneida County",2,43.245,-75.435,NA,NA,NA
"control",36075,"NY","Oswego County",2,43.425,-76.135,NA,NA,NA
"control",36091,"NY","Saratoga County",2,43.105,-73.865,NA,NA,NA
"control",36093,"NY","Schenectady County",2,42.825,-74.055,NA,NA,NA
"control",36095,"NY","Schoharie County",2,42.595,-74.435,NA,NA,NA
"control",36107,"NY","Tioga County",2,42.175,-76.305,NA,NA,NA
"control",37003,"NC","Alexander County",2,35.925,-81.175,NA,NA,NA
"control",37019,"NC","Brunswick County",2,34.075,-78.235,NA,NA,NA
"control",37021,"NC","Buncombe County",2,35.615,-82.525,NA,NA,NA
"control",37023,"NC","Burke County",2,35.755,-81.705,NA,NA,NA
"control",37027,"NC","Caldwell County",2,35.955,-81.545,NA,NA,NA
"control",37035,"NC","Catawba County",2,35.665,-81.215,NA,NA,NA
"control",37037,"NC","Chatham County",2,35.705,-79.255,NA,NA,NA
